se_mesh_id	se_mesh_term	or	or_l95	or_u95	fisher_p	sim_obs	sim_not	dis_obs	dis_not	genes	drugs	assocs	ppv	ppv_l95	ppv_u95	npv	npv_l95	npv_u95
D056128	Obesity, Abdominal	2.7114896317965314	0.034389817955671954	213.422680880095	0.46721633294071463	1	152	1	413	NR3C1	clobetasone	Obesity, Abdominal	0.006535947712418301	0.0011546884951885536	0.0360896655462531	0.9975845410628019	0.9864464308358925	0.9995734848584934
D006323	Heart Arrest	0.35213701838439454	0.00810381837865169	2.4685870442415587	0.47504451777832624	1	11	114	441	ESR1	estramustine	Death, Sudden, Cardiac	0.08333333333333333	0.01486509440491714	0.3538799111411169	0.7945945945945946	0.759013206450411	0.8261259145626542
D006073	Gout	1.322492140935796	0.4736357085249716	3.213013588653347	0.48249889417401864	7	30	79	448	PTH1R, CHRM1, PDE3A, INSR, SLC12A1	alx, cevimeline, cilostazol, forteo, insulin, olanzapine, torasemide	Gout	0.1891891891891892	0.09479978730312016	0.34204696929838413	0.8500948766603416	0.8170885010876483	0.8780342966300777
D006973	Hypertension	0.8613662134938066	0.5735049961241728	1.2956813605699424	0.48661290028884613	78	65	216	155	OPRM1, ADRA1A, PDE3A, PDE5A, HRH1, EDNRA, AXL, SCN2A, ESR1, PDGFRA, PGR, VDR, ADRB2, KCNJ11, INSR, CHRM2, MTNR1B, HTR4, NPR1, VEGFA, PPARG, FLT3, TRHR, BCL2, ADRB1, ADRA1D	alfentanil, alfuzosin, anagrelide, avanafil, azelastine, bosentan, buprenorphine, butorphanol, cabozantinib, carbamazepine, cetirizine, cilostazol, conjugated, dasatinib, desogestrel, dipivefrin, dobutamine, doxepin, doxercalciferol, estramustine, estrofem, fentanyl, formoterol, fosphenytoin, gliclazide, glimepiride, glipizide, imatinib, implanon, insulin, ipratropium, lamotrigine, lantus, levonorgestrel, lisdexamfetamine, loratadine, medroxyprogesterone, megestrol, melatonin, metoclopramide, midodrine, mifepristone, morphine, nalbuphine, nalmefene, naloxone, naltrexone, nesiritide, nilotinib, olanzapine, oxcarbazepine, oxybutynin, paricalcitol, pazopanib, pegaptanib, pioglitazone, ponatinib, protirelin, raloxifene, regorafenib, remifentanil, repaglinide, rosiglitazone, salbutamol, sildenafil, sitaxsentan, sodium, sorafenib, sotalol, sufentanil, sunitinib, tadalafil, tamoxifen, tamsulosin, tramadol, trazodone, valproate, zyprexa	Hypertension	0.5454545454545454	0.4637203469530441	0.6248105087358393	0.41778975741239893	0.36869728172287536	0.46856725088268314
D010024	Osteoporosis	1.6322338865608037	0.034848146791683535	13.865308822253882	0.4977491027961283	1	6	51	500	ESR1	tamoxifen	Osteoporosis	0.14285714285714285	0.02567962434474356	0.5131278292743188	0.9074410163339383	0.8803409385902707	0.9288992377915405
D001786	Blood Glucose	0.37317606643888657	0.008938795510091383	2.3614233090397203	0.4996557006001533	1	30	44	492	GLP1R	exenatide	Blood Glucose	0.03225806451612903	0.0057172215254168105	0.16194105164724903	0.917910447761194	0.8915906994355003	0.9382825766531395
D009216	Myopia	1.5600656990858675	0.03470042009320662	11.802598984661003	0.5031547344907304	1	37	9	520	PDE5A	sildenafil	Myopia	0.02631578947368421	0.004660587685768785	0.13494876115952123	0.9829867674858223	0.9679854960856946	0.9910239644975065
D004827	Epilepsy	1.530922737175205	0.03494087682574887	10.795897260641821	0.503490625523138	1	17	20	521	GABRA3	lormetazepam	Epilepsy	0.05555555555555555	0.009875190978303066	0.2575730078187259	0.9630314232902033	0.943590474526583	0.9759430739746843
D019226	Oral Ulcer	1.749781248196163	0.03300762155668289	22.07074487438018	0.5043067524620691	1	3	90	473	NFKB1	bortezomib	Oral Ulcer	0.25	0.04558726080970059	0.699358157417598	0.8401420959147424	0.8075800460813732	0.8680938906783447
D009135	Muscular Diseases	1.5547657084110238	0.033819028983662104	12.52756461260499	0.5094622938841853	1	7	47	512	KDR	sunitinib	Muscular Diseases	0.125	0.02241749145005667	0.4708881822128534	0.9159212880143113	0.8899815590346224	0.9361835940695954
D001847	Bone Diseases	1.3575117655279523	0.02833014048263232	12.38144754726462	0.5643340184124435	1	5	72	489	PTGFR	travoprost	Bone Diseases	0.16666666666666666	0.030053369748306673	0.5635028221864702	0.8716577540106952	0.8414314868112075	0.8968287692093663
D010146	Pain	0.7125593558137506	0.056591837748363835	37.72489565210908	0.5753502472929843	3	1	455	108	SCN9A	bupivacaine, ropivacaine, tetracaine	Pain	0.75	0.300641842582402	0.9544127391902995	0.19182948490230906	0.16143719048124075	0.2263986944910251
D003680	Deglutition Disorders	0.5709595088002717	0.1037270747162426	2.0869740884369787	0.579372209012047	3	14	148	394	OPRD1, ESR1	fentanyl, morphine, tamoxifen	Gastroesophageal Reflux	0.17647058823529413	0.06191126637620996	0.41029458568834115	0.7269372693726938	0.6879299039094333	0.7627504099888367
D000740	Anemia	0.8886118275979815	0.5890358014295349	1.3364963915749741	0.61975753533747	59	75	201	227	REN, TH, EDNRA, CYP19A1, KDR, ADRB1, RXRA, PPARG, NFKB1, EDNRB, ABL1, NR3C1, TYMS, SLC6A4, RRM2, PDGFRA, MTOR, RRM1, CACNA2D1, EGFR, LPL, CPS1, KIT, FLT3, JAK2, PDE5A, BCL2, F2R	aliskiren, alpha-methyl-p-tyrosine, ambrisentan, anastrozole, axitinib, betaxolol, bexarotene, bezafibrate, bortezomib, bosentan, bosutinib, budesonide, capecitabine, carvedilol, citalopram, clofarabine, dasatinib, duloxetine, everolimus, fludarabine, fluoxetine, fluvoxamine, gabapentin, gefitinib, gemfibrozil, hydroxyurea, imatinib, lapatinib, macitentan, methotrexate, n-carbamylglutamate, nefazodone, nilotinib, paroxetine, pazopanib, pemetrexed, pioglitazone, ponatinib, prednisone, pregabalin, raltitrexed, rapamycin, regorafenib, rosiglitazone, ruxolitinib, sertraline, sibutramine, sildenafil, sitaxsentan, sodium, sorafenib, sunitinib, temsirolimus, tramadol, trazodone, troglitazone, venlafaxine, vorapaxar, ziprasidone	Anemia	0.44029850746268656	0.35907319291050943	0.524851425002792	0.530373831775701	0.48303189886138925	0.5771753820027566
D008607	Intellectual Disability	1.1900501961282504	0.1190096124139026	6.368624255237812	0.6883445464440009	2	7	108	450	CRBN, GRIA1	thalidomide, topiramate	Intellectual Disability	0.2222222222222222	0.06322510711784675	0.547411030893011	0.8064516129032258	0.7716210018900407	0.8370916422744863
D051437	Renal Insufficiency	0.8089114733736167	0.3072085903614436	1.9118587922453738	0.6922600919397404	8	24	155	376	EGFR, PDE3A, NFKB1, HTR4, FLT3	afatinib, anagrelide, bortezomib, erlotinib, metoclopramide, sorafenib, sunitinib, vandetanib	Renal Insufficiency, Chronic, Renal Insufficiency	0.25	0.1325240091850904	0.4210655899424448	0.7080979284369114	0.6680441418906701	0.7451624193345888
D007970	Leukopenia	0.9139183995483701	0.553855399113915	1.4894827740322445	0.7248438890720944	33	57	185	292	KDR, NFKB1, EDNRA, ABL1, SLC12A2, ADRB2, PDE3A, GABRA1, XDH, S1PR4, CRBN, HTR4, KIT, FLT3, PPARG, PDE5A, FLT4, MAP2K2	axitinib, bortezomib, bosentan, bosutinib, bumetanide, carvedilol, cilostazol, clobazam, clonazepam, diazepam, estazolam, febuxostat, fty720, imatinib, lenalidomide, metoclopramide, nilotinib, nitrazepam, oxazepam, pazopanib, pomalidomide, ponatinib, regorafenib, rosiglitazone, sildenafil, sitaxsentan, sorafenib, sotalol, sunitinib, thalidomide, torasemide, trametinib, zolpidem	Leukopenia	0.36666666666666664	0.27447254779029884	0.46977695236018824	0.6121593291404612	0.5677022737378667	0.6548242951283598
D002637	Chest Pain	0.8858895483245546	0.2505025367518148	3.9317473199297193	0.7665040090820613	10	4	398	141	EDNRA, FLT1, LPL, TGFB1, PLG	ambrisentan, axitinib, bosentan, gemfibrozil, pazopanib, pirfenidone, ponatinib, sitaxsentan, sunitinib, trans	Angina Pectoris	0.7142857142857143	0.4535091567010683	0.8827862135542308	0.26159554730983303	0.2262720799624269	0.3002931890973012
D000505	Alopecia	0.779336461378415	0.16534545356632854	3.1071428417424283	0.7672343154649327	4	7	234	319	PDE3A, FYN, FGFR3	anagrelide, dasatinib, pazopanib, ponatinib	Alopecia	0.36363636363636365	0.15166471095367584	0.6461988254921511	0.5768535262206148	0.5352843471654395	0.6173623328788538
D009503	Neutropenia	0.8809526946260571	0.4541804513798653	1.6281256166756797	0.76901625621405	16	56	121	373	KDR, EDNRA, KIT, LYN, S1PR4, FLT3, NR3C1, JAK2, BCL2	axitinib, bosentan, cabozantinib, dasatinib, fty720, imatinib, nilotinib, pazopanib, ponatinib, prednisone, regorafenib, ruxolitinib, sodium, sorafenib, sunitinib, vandetanib	Neutropenia	0.2222222222222222	0.14167443539575808	0.33090954938005174	0.7550607287449392	0.715264802089705	0.7909204412946994
D000787	Angina Pectoris	1.1552352901114904	0.2995293412553833	3.906313560898224	0.7786400959900875	5	9	175	364	EDNRA, FLT1, PLG	ambrisentan, bosentan, ponatinib, sitaxsentan, trans	Angina Pectoris	0.35714285714285715	0.1634473175355414	0.6123557689609261	0.6753246753246753	0.6346738477528624	0.713494106129283
D007319	Sleep Initiation and Maintenance Disorders	1.3419272424181026	0.43209531446974153	4.936178087278208	0.7978612769294496	12	5	345	193	SLC6A3, CHRM1, PDE4B, GRIA1	bupropion, cevimeline, ipratropium, lisdexamfetamine, methylphenidate, nefopam, olanzapine, oxybutynin, phentermine, roflumilast, topiramate, zyprexa	Sleep Initiation and Maintenance Disorders	0.7058823529411765	0.46866889933460165	0.8672001038970478	0.3587360594795539	0.3193403562734559	0.4001347825783687
D006937	Hypercholesterolemia	0.7114348442333617	0.17692350119493597	2.1073452012408898	0.8054230567456071	4	28	88	438	ADRB1, PPARG	betaxolol, carvedilol, nebivolol, rosiglitazone	Hypercholesterolemia	0.125	0.04970134387480074	0.2806830548165022	0.8326996197718631	0.7984150563257653	0.8621599027931756
D064147	Febrile Neutropenia	1.062833083852884	0.353970633790902	2.6635142550024655	0.8177612569818471	6	66	39	456	LYN, KIT, FLT3, NR3C1	dasatinib, imatinib, nilotinib, ponatinib, prednisone, sunitinib	Neutropenia	0.08333333333333333	0.038752424956949666	0.17012355220676512	0.9212121212121213	0.8941054162922986	0.9418315184320633
D000410	Alanine Transaminase	1.1467023244232197	0.42461761528274217	2.8167668700546433	0.8243373396804125	8	19	145	395	CYP19A1, PPARG, ANPEP, S1PR1, MTTP, FGFR2	anastrozole, bezafibrate, doxorubicin, fty720, lomitapide, pioglitazone, ponatinib, troglitazone	Alanine Transaminase	0.2962962962962963	0.1585304046977977	0.48480682964148153	0.7314814814814815	0.6925627181819537	0.7671300763727652
D002318	Cardiovascular Diseases	1.0555962209176957	0.438276425685629	2.2830722849632883	0.8471247186303267	9	59	63	436	PDE3A, ADRB1, F2, INSR, FGFR2, BCHE, DBH, FGG	anagrelide, carvedilol, dalteparin, insulin, ponatinib, rivastigmine, sotalol, tetrahydrobiopterin, tranexamic	Cardiovascular Diseases	0.1323529411764706	0.0712224441022981	0.2328005974565773	0.87374749498998	0.8417222744925986	0.9000622252874927
D005901	Glaucoma	0.8993995107821962	0.01997162543358686	6.886487407768384	0.9999999999999997	1	8	67	482	PDGFRA	imatinib	Glaucoma	0.1111111111111111	0.01989088763854492	0.4349997055766559	0.8779599271402551	0.8479217661340055	0.9027455244220727
D001145	Arrhythmias, Cardiac	1.0511688793462952	0.5549378886974448	2.047043654855425	0.9999999999999998	32	18	323	191	ADRB1, SCN5A, PDE3A, NR3C1, KCNH2, HCN4, FGFR1	acebutolol, amiodarone, anagrelide, bepridil, betaxolol, budesonide, carteolol, carvedilol, celiprolol, ciclesonide, cilostazol, disopyramide, dobutamine, dofetilide, esmolol, flecainide, flunisolide, ibutilide, ivabradine, labetalol, methylprednisolone, metipranolol, mexiletine, milrinone, ponatinib, prednisone, propafenone, riluzole, sotalol, timolol, topiramate, vernakalant	Arrhythmias, Cardiac	0.64	0.501410168761127	0.7586125034815326	0.3715953307392996	0.330916732425166	0.4141789957140793
D011696	Purpura, Thrombocytopenic	0.8910701292721405	0.09908654462154076	3.7775159796894	0.9999999999999998	2	44	25	490	NFKB1, RRM1	bortezomib, fludarabine	Thrombocytopenia	0.043478260869565216	0.012005445598556616	0.14532259026219066	0.9514563106796117	0.9293217789278219	0.9669057528059112
D001778	Blood Coagulation Disorders	1.008242938392911	0.29840022084059514	2.7045170078822833	0.9999999999999999	5	59	39	464	RXRA, NR3C1, KIT, CACNA2D1	bexarotene, budesonide, dasatinib, gabapentin, pregabalin	Blood Coagulation Disorders	0.078125	0.03383117690855045	0.17019537354162903	0.9224652087475149	0.8957613066416797	0.942765204170753
D006932	Hyperbilirubinemia	0.9663249123899781	0.0211496980421251	7.701498546483518	0.9999999999999999	1	7	72	487	RXRA	bexarotene	Hyperbilirubinemia	0.125	0.02241749145005667	0.4708881822128534	0.8711985688729875	0.8408752419591025	0.8964549484457371
D008180	Lupus Erythematosus, Systemic	0.9550470849315884	0.021942685436572837	6.667261307157201	0.9999999999999999	1	13	41	509	KIT	dasatinib	Lupus Erythematosus, Systemic	0.07142857142857142	0.012722215247890925	0.31468704424151117	0.9254545454545454	0.9004306629657973	0.9445765002691867
D018655	Lymphocyte Count	1.057113917251313	0.023433335185268616	8.120444802946603	0.9999999999999999	1	59	8	499	FLT3	sunitinib	Lymphocyte Count	0.016666666666666666	0.0029481597947862486	0.08855129727590058	0.9842209072978304	0.9691759810041665	0.9919832818589159
D019973	Alcohol-Related Disorders	0.9005062604750819	0.02101766620534942	6.036705045995983	0.9999999999999999	1	26	22	515	DRD2	quetiapine	Alcoholism	0.037037037037037035	0.00656814598078513	0.18283465933575843	0.9590316573556797	0.9387507995554105	0.9727917457867817
D005947	Glucose	0.7184304113361053	0.01689418276370614	4.73633795556559	1	1	23	31	512	ADRB2	formoterol	Glucose	0.041666666666666664	0.007393456165505806	0.20241806478655933	0.9429097605893186	0.9201049302697245	0.9594918746932967
D006261	Headache	Inf	0.04844429490011015	Inf	1	3	0	504	60	PDE4B, CPS1	apremilast, n-carbamylglutamate, roflumilast	Headache	1	0.43850296824495466	1	0.10638297872340426	0.08354655856424449	0.13454505291810628
D009203	Myocardial Infarction	1.1084814702198877	0.23487451761984224	4.425638297898829	1	4	7	184	357	PDE3A, EDNRA	anagrelide, bosentan, cilostazol, sitaxsentan	Myocardial Infarction	0.36363636363636365	0.15166471095367584	0.6461988254921511	0.6598890942698706	0.6189663602082622	0.6985572004518561
D010612	Pharyngitis	1.363240623091394	0.017312279076875846	107.30742970455049	1	1	1	239	326	NPC1L1	ezetimibe	Tonsillitis	0.5	0.09453120573423074	0.9054687942657692	0.5769911504424778	0.5358692233911087	0.6170732154043439
D014581	Urticaria	Inf	0.01690648182492579	Inf	1	1	0	336	222	PLG	trans	Angioedema	1	0.2065493143772375	1	0.3978494623655914	0.35807001012371115	0.4390257751547797
D015746	Abdominal Pain	Inf	0.0632364363465786	Inf	1	2	0	422	143	POLA1	clofarabine, cytarabine	Abdominal Pain	1	0.3423802275066532	1	0.25309734513274335	0.21899621731942673	0.2905332030951561
D050723	Fractures, Bone	0.8872576465869615	0.019921768433056087	6.593790081377961	1	1	9	62	495	ESR1	tamoxifen	Fractures, Bone	0.1	0.017876213095072892	0.40415002679523837	0.8886894075403949	0.8598614740510694	0.9121927191437206
D007676	Kidney Failure, Chronic	0.9753746140816009	0.02261744005724728	6.642832746097226	1.0000000000000002	1	31	17	514	NFKB1	bortezomib	Kidney Failure, Chronic	0.03125	0.005537860164003126	0.15744263820012555	0.967984934086629	0.9493304595114074	0.9799168750087452
D003324	Coronary Artery Disease	0.7904022456977904	0.018457786927011194	5.298940541062708	1.0000000000000004	1	18	36	512	FLT1	ponatinib	Coronary Artery Disease	0.05263157894736842	0.009351994062300369	0.24638731166898778	0.9343065693430657	0.9103930731306392	0.9521735071644147
